,bike_name,price,kms_driven,owner,age,power,brand
2693,Bajaj Discover 125ST,30000,13223,First,8,125,Bajaj
2694,Royal Enfield Classic,105000,29000,First,7,350,Royal Enfield
2695,Bajaj Pulsar 150cc,12000,25000,First,13,150,Bajaj
2696,Royal Enfield Standard,85000,8000,First,7,350,Royal Enfield
2697,Honda CB Trigger,39700,58000,First,8,150,Honda
2698,Mahindra Mojo 300cc,124000,14407,First,5,300,Mahindra
2699,Royal Enfield Classic,120000,14354,First,3,350,Royal Enfield
2700,Hero HF Deluxe,33000,19365,First,4,100,Hero
2701,Royal Enfield Classic,120000,21000,First,4,350,Royal Enfield
2702,TVS Apache RTR,85000,6821,First,2,160,TVS
2703,Bajaj Pulsar 150cc,38000,32800,First,7,150,Bajaj
2704,Suzuki Intruder 150cc,75400,11200,First,3,150,Suzuki
2705,Royal Enfield Classic,115000,17000,First,4,350,Royal Enfield
2706,Royal Enfield Classic,89000,29235,Second,6,500,Royal Enfield
2707,Hero HF Deluxe,36000,24990,First,4,100,Hero
2708,Honda CB Shine,37000,22057,First,5,125,Honda
2709,Royal Enfield Classic,125000,33160,First,3,350,Royal Enfield
