,bike_name,price,kms_driven,owner,age,power,brand
5635,TVS Apache RTR,41000,26528,Third,5,160,TVS
5636,KTM RC 200cc,175000,6078,First,3,200,KTM
5637,KTM RC 390cc,162000,8000,First,6,390,KTM
5638,Royal Enfield Classic,133500,1608,First,2,350,Royal Enfield
5639,TVS Apache RTR,67000,21963,First,4,180,TVS
5640,Royal Enfield Classic,185000,3004,First,4,500,Royal Enfield
5641,Royal Enfield Bullet,80000,38430,First,10,350,Royal Enfield
5642,Royal Enfield Bullet,83000,35678,First,8,350,Royal Enfield
5643,Bajaj Avenger 220cc,26000,37469,First,10,220,Bajaj
5644,Bajaj V15 150cc,44000,14107,First,4,150,Bajaj
5645,Hero Xtreme 150cc,35000,50000,First,8,150,Hero
5646,Yamaha Gladiator 125cc,21000,55000,First,8,125,Yamaha
5647,Bajaj Pulsar 220cc,24000,14500,First,12,220,Bajaj
5648,TVS Apache RTR,41000,25943,First,5,180,TVS
5649,Hero Honda Splendor,18500,19492,First,10,100,Hero
5650,TVS Apache RTR,36000,21578,First,6,180,TVS
5651,Mahindra Centuro 110cc,17800,21587,First,7,110,Mahindra
5652,Yamaha Saluto 125cc,25000,15775,First,5,125,Yamaha
5653,Yamaha YZF-R15 V3,145000,9500,First,2,150,Yamaha
5654,TVS Apache RTR,63000,9999,First,3,160,TVS
5655,TVS Apache RTR,70000,207102,First,2,180,TVS
5656,Honda CB Unicorn,10000,29825,Second,11,150,Honda
5657,Honda CB Hornet,52000,12600,First,4,160,Honda
5658,Hero Splendor Plus,18000,35550,First,11,100,Hero
5659,Yamaha Saluto 125cc,23500,19720,First,6,125,Yamaha
5660,Royal Enfield Thunderbird,103000,19339,First,5,350,Royal Enfield
5661,Royal Enfield Classic,135000,22000,First,5,500,Royal Enfield
5662,Bajaj Pulsar RS200,89300,17300,First,6,200,Bajaj
5663,Suzuki Gixxer 150cc,43800,6500,First,6,150,Suzuki
5664,TVS Sport 100cc,20000,10649,First,6,100,TVS
5665,Royal Enfield Thunderbird,95000,20241,First,6,350,Royal Enfield
5666,KTM Duke 390cc,175000,23500,First,5,390,KTM
5667,Royal Enfield Thunderbird,150000,27356,First,3,350,Royal Enfield
5668,Suzuki Gixxer 150cc,38700,40000,First,5,150,Suzuki
5669,Honda CB Twister,18000,31000,First,8,110,Honda
5670,Royal Enfield Thunderbird,105000,1543,First,5,350,Royal Enfield
5671,Bajaj Avenger 220cc,43000,33807,Second,7,220,Bajaj
5672,TVS Apache RTR,45000,23481,First,5,180,TVS
5673,Ducati Monster 797,836000,7224,First,2,797,Ducati
5674,Hyosung GT650R,446200,2500,Second,4,650,Hyosung
5675,Royal Enfield Thunderbird,55000,4779,First,11,350,Royal Enfield
5676,TVS Apache RTR,74200,6300,First,3,180,TVS
5677,Bajaj Pulsar 150cc,60000,10121,First,2,150,Bajaj
5678,Bajaj Discover 100M,21666,19075,First,7,100,Bajaj
5679,Bajaj Pulsar 150cc,22000,86845,First,13,150,Bajaj
5680,Yamaha Fazer 150cc,45000,33000,First,10,150,Yamaha
5681,Bajaj Avenger 220cc,45000,27000,First,9,220,Bajaj
5682,Royal Enfield Thunderbird,90000,25000,First,7,350,Royal Enfield
5683,Yamaha YZF-R15 150cc,51000,12668,First,8,150,Yamaha
5684,Bajaj CT 100,28000,11131,First,4,100,Bajaj
5685,Bajaj Platina ,31500,14267,First,5,100,Bajaj
5686,Hero Passion Pro,16500,67731,First,10,100,Hero
5687,Suzuki Gixxer SF,70000,12266,First,3,150,Suzuki
5688,Hero Splendor Plus,23000,28870,First,9,100,Hero
5689,Hero HF Deluxe,33000,18643,First,5,100,Hero
5690,Hero CD Deluxe,32000,22844,First,8,100,Hero
5691,Bajaj Pulsar 220cc,20000,34304,First,11,220,Bajaj
5692,Honda CB Shine,38000,21822,First,6,125,Honda
5693,Hero Splendor Plus,21000,19774,First,9,100,Hero
5694,Bajaj CT 100,27000,22115,First,3,100,Bajaj
5695,Hero HF Deluxe,21000,17210,First,9,100,Hero
5696,Hero Splendor Plus,21000,16057,First,8,100,Hero
5697,Hero HF Deluxe,35000,18303,First,3,100,Hero
5698,Honda CB Trigger,33000,14244,First,5,150,Honda
5699,TVS Apache RTR,41000,15880,Third,5,160,TVS
5700,TVS Apache RTR,65000,10906,Second,3,160,TVS
5701,Bajaj Pulsar 220F,76000,23885,First,3,220,Bajaj
5702,Hero HF Deluxe,38000,20000,First,6,100,Hero
5703,Hero Splendor Plus,18000,35778,First,11,100,Hero
5704,Hero HF Deluxe,46000,11309,First,2,100,Hero
5705,Honda Livo 110cc,32000,23060,First,4,110,Honda
5706,Royal Enfield Bullet,48000,52904,First,14,350,Royal Enfield
5707,Bajaj Pulsar NS200,53500,21890,First,8,200,Bajaj
5708,Honda CB Shine,30000,51000,First,9,125,Honda
5709,Bajaj Avenger Street,47000,24580,First,5,150,Bajaj
5710,Yamaha SS 125,19000,25794,First,7,125,Yamaha
5711,Hero Karizma ZMR,42000,52000,Second,7,223,Hero
5712,TVS Apache RTR,41900,20000,First,7,160,TVS
5713,Hero CD Deluxe,33000,12000,First,4,100,Hero
5714,Hero Karizma R,23400,25000,First,11,223,Hero
5715,KTM Duke 200cc,67500,35000,Second,9,200,KTM
5716,Bajaj Avenger Cruise,70000,9900,First,5,220,Bajaj
5717,Bajaj Avenger 220cc,60000,12000,First,5,220,Bajaj
5718,Hyosung GT650R,170000,210,First,8,650,Hyosung
5719,Honda CBF Stunner,14500,43000,Second,9,125,Honda
5720,Yamaha FZs 150cc,50000,29800,First,7,150,Yamaha
5721,Royal Enfield Thunderbird,89700,26000,First,6,350,Royal Enfield
5722,Royal Enfield Thunderbird,80600,26000,Second,7,350,Royal Enfield
5723,Royal Enfield Thunderbird,97942,8979,First,6,350,Royal Enfield
5724,Yamaha FZ 150cc,27000,46006,Second,10,150,Yamaha
5725,Bajaj Pulsar 180cc,25000,28000,First,12,180,Bajaj
5726,Bajaj Pulsar 200,42200,57000,First,7,200,Bajaj
5727,Royal Enfield Classic,95000,13452,First,6,350,Royal Enfield
5728,Honda CB Trigger,34850,75838,First,6,150,Honda
5729,Bajaj Avenger Street,34918,60055,First,5,150,Bajaj
5730,Yamaha FZ16 150cc,60000,15500,First,5,150,Yamaha
5731,Hyosung Aquila Pro,273200,12000,First,7,650,Hyosung
5732,Harley-Davidson Street 750,350000,21000,Second,7,750,Harley-Davidson
5733,Bajaj Dominar 400,160000,8298,First,3,400,Bajaj
5734,Hero Splendor iSmart,27333,26000,First,6,100,Hero
5735,Bajaj Pulsar 150cc,46000,37000,First,5,150,Bajaj
5736,Hero CD Dawn,11000,65000,First,10,100,Hero
5737,Yamaha FZ S,40000,44000,First,5,150,Yamaha
5738,Yamaha FZs 150cc,41000,6168,First,5,150,Yamaha
5739,Yamaha FZs 150cc,32000,40828,First,6,150,Yamaha
5740,Yamaha FZs 150cc,33000,13007,Second,6,150,Yamaha
5741,Bajaj Platina ,24000,28000,First,7,100,Bajaj
5742,Harley-Davidson Street 750,340000,13900,Second,7,750,Harley-Davidson
5743,Hero Splendor Pro,39000,7005,First,6,100,Hero
5744,Yamaha YZF-R3 320cc,250000,45000,First,5,320,Yamaha
5745,Yamaha YZF-R3 320cc,254581,19100,First,4,320,Yamaha
5746,Yamaha FZs 150cc,40000,37000,First,7,150,Yamaha
5747,TVS Star City,14500,35000,First,12,110,TVS
5748,Hero Passion Pro,20000,50000,First,8,100,Hero
5749,Suzuki Hayabusa 1300cc,1149000,9875,First,6,1300,Suzuki
5750,Bajaj Avenger Street,44300,9600,First,6,150,Bajaj
5751,Bajaj Discover 135cc,23000,36301,First,13,135,Bajaj
5752,Hero Xtreme 150cc,29000,12653,First,7,150,Hero
5753,Royal Enfield Classic,139300,5400,First,5,350,Royal Enfield
5754,Bajaj Pulsar 150cc,12500,53700,Second,16,150,Bajaj
5755,Bajaj Discover 150cc,15000,34997,First,11,150,Bajaj
5756,Bajaj Avenger Street,55000,8200,First,5,150,Bajaj
5757,Royal Enfield Classic,109999,8821,First,7,500,Royal Enfield
5758,Bajaj Avenger Street,52000,13551,First,4,150,Bajaj
5759,Royal Enfield Classic,125000,7292,First,4,350,Royal Enfield
5760,Bajaj Pulsar 220cc,20000,43750,Second,13,220,Bajaj
5761,Bajaj Pulsar 135LS,19000,41999,First,8,135,Bajaj
5762,Bajaj Discover 125M,12000,35609,First,7,125,Bajaj
5763,Royal Enfield Classic,170000,18140,First,3,500,Royal Enfield
5764,Honda CB Hornet,70500,8152,First,3,160,Honda
5765,Honda CB Twister,13500,48763,First,10,110,Honda
5766,Bajaj Discover 125cc,13000,28954,First,9,125,Bajaj
5767,Hero Super Splendor,27000,41153,First,6,125,Hero
5768,TVS Apache RTR,65000,7024,First,3,160,TVS
5769,Yamaha FZ Fi,80000,2100,First,5,150,Yamaha
5770,KTM Duke 390cc,235000,1100,First,4,390,KTM
5771,Honda CB Unicorn,67500,10000,First,3,160,Honda
5772,Bajaj Pulsar NS200,42273,44696,Second,8,200,Bajaj
5773,Yamaha FZs 150cc,35800,13574,First,9,150,Yamaha
5774,Suzuki Gixxer 150cc,35000,43399,Second,6,150,Suzuki
5775,Hero Splendor Pro,26000,18000,First,9,100,Hero
5776,Harley-Davidson Street Rod,525000,6000,First,4,750,Harley-Davidson
5777,Hyosung GT250R,145000,19000,First,7,250,Hyosung
5778,Benelli TNT 300,195000,11000,First,5,300,Benelli
5779,Benelli TNT 300,250000,11400,First,5,300,Benelli
5780,Bajaj Discover 125cc,26000,27000,First,7,125,Bajaj
5781,Bajaj  Pulsar,13000,28881,First,13,180,Bajaj
5782,Yamaha FZ V,50600,8000,First,4,150,Yamaha
5783,Honda CBR 250R,75000,20500,First,7,250,Honda
5784,Bajaj CT 100,17500,42852,First,6,100,Bajaj
5785,Honda CB Unicorn,59000,21952,First,3,150,Honda
5786,Yamaha Fazer 150cc,38000,8000,First,7,150,Yamaha
5787,Bajaj Dominar 400,138000,1038,First,3,400,Bajaj
5788,Bajaj Pulsar 150cc,33000,5900,First,5,150,Bajaj
5789,Yamaha YZF-R15 V3,110000,5500,First,3,150,Yamaha
5790,Yamaha FZ S,40000,42966,First,7,150,Yamaha
5791,Honda CB Shine,30000,47000,First,9,125,Honda
5792,Honda CBR 250R,80000,30900,Second,9,250,Honda
5793,Honda CBR 250R,50000,44811,First,10,250,Honda
5794,Yamaha FZs 150cc,45000,34900,First,7,150,Yamaha
5795,Benelli TNT 300,200000,15000,First,5,300,Benelli
5796,Hero CD Dawn,15000,80000,First,11,100,Hero
5797,Yamaha FZs 150cc,49000,13959,First,4,150,Yamaha
5798,TVS Apache RTR,55000,19400,First,5,160,TVS
5799,Bajaj Pulsar 200,45000,33247,First,7,200,Bajaj
5800,Royal Enfield Thunderbird,125000,7530,First,5,350,Royal Enfield
5801,Bajaj Platina 100cc,12000,65536,First,12,100,Bajaj
5802,Bajaj Platina 100cc,21500,26542,First,14,100,Bajaj
5803,Royal Enfield Classic,120000,45000,First,4,350,Royal Enfield
5804,Honda CB Shine,48000,22500,First,4,125,Honda
5805,Bajaj Pulsar 220cc,29000,51106,First,9,220,Bajaj
5806,Honda CBF Stunner,15000,48000,Second,8,125,Honda
5807,KTM Duke 250cc,170000,3500,First,4,250,KTM
5808,KTM Duke 250cc,150000,12500,First,4,250,KTM
5809,Bajaj Discover 125ST,37000,42,First,8,125,Bajaj
5810,Hero CD Deluxe,30000,16900,First,8,100,Hero
5811,Hero Passion Pro,38000,8962,First,5,100,Hero
5812,Yamaha Fazer 150cc,45000,34000,First,9,150,Yamaha
5813,Hero CBZ Star,15000,15000,First,16,160,Hero
5814,Honda CB Unicorn,51000,22000,First,6,160,Honda
5815,Bajaj Discover 125cc,23490,39000,First,9,125,Bajaj
5816,Hero Ignitor 125cc,23000,10009,First,7,125,Hero
5817,Royal Enfield Electra,106000,6200,First,4,350,Royal Enfield
5818,Honda CB Unicorn,11000,53254,First,15,150,Honda
5819,Royal Enfield Thunderbird,74500,14934,First,5,350,Royal Enfield
5820,Kawasaki Ninja 650cc,333333,16000,First,5,650,Kawasaki
5821,Honda CB Shine,20000,59516,First,9,125,Honda
5822,Bajaj Discover 100cc,26799,45000,First,8,100,Bajaj
5823,Royal Enfield Classic,160000,11689,First,3,350,Royal Enfield
5824,Hero Splendor Plus,24000,20375,First,6,100,Hero
5825,Hero Ignitor Disc,23000,18000,First,6,125,Hero
5826,Ducati Monster 797,655000,5034,First,4,797,Ducati
5827,Ducati Monster 796,380000,31000,First,9,796,Ducati
5828,Hero Karizma ZMR,34154,33500,Second,7,223,Hero
5829,Royal Enfield Continental,125000,21000,Second,6,535,Royal Enfield
5830,Bajaj Pulsar NS200,105000,7684,First,2,200,Bajaj
5831,TVS Apache RTR,65000,26454,First,3,180,TVS
5832,KTM Duke 200cc,127600,12888,First,4,200,KTM
5833,Honda Livo 110cc,32000,10909,First,5,110,Honda
5834,Bajaj Pulsar 150cc,10000,1223,First,13,150,Bajaj
5835,Ducati Panigale 959,1070500,289,First,3,959,Ducati
5836,KTM Duke 200cc,72500,10000,First,8,200,KTM
5837,BMW G 310,260000,11000,First,3,310,BMW
5838,Yamaha SZR 150cc,22500,80000,First,7,150,Yamaha
5839,Yamaha FZ16 150cc,25000,13382,Second,10,150,Yamaha
5840,KTM Duke 250cc,170000,3822,First,3,250,KTM
5841,Yamaha FZs 150cc,25000,22917,First,9,150,Yamaha
5842,Yamaha FZs 150cc,26000,37000,First,9,150,Yamaha
5843,Yamaha SZS 150cc,28000,566931,First,5,150,Yamaha
5844,KTM RC 390cc,134700,5550,First,5,390,KTM
5845,Kawasaki Ninja 650,425000,4800,Second,4,650,Kawasaki
5846,Honda CB Unicorn,45000,41230,First,6,160,Honda
5847,Bajaj Pulsar 135LS,18900,38000,First,11,135,Bajaj
5848,Bajaj Pulsar RS200,65000,36000,First,6,200,Bajaj
5849,Hero CD Deluxe,29000,25000,First,11,100,Hero
5850,Bajaj Pulsar 150cc,7000,80000,Third,15,150,Bajaj
5851,TVS Star Sport,8000,49730,Second,11,100,TVS
5852,TVS Star Sport,8100,49730,First,11,100,TVS
5853,Hero Splendor Plus,20000,16764,First,9,100,Hero
5854,Honda CBR 150R,76200,18300,First,7,150,Honda
5855,Bajaj Platina 100cc,23000,42500,First,13,100,Bajaj
5856,Honda CBR 150R,46000,17407,Second,9,150,Honda
5857,Harley-Davidson Street 750,250000,7600,Third,5,750,Harley-Davidson
5858,Bajaj Pulsar 135LS,22000,35000,Second,11,135,Bajaj
5859,Honda CB ShineSP,35000,11246,First,5,125,Honda
5860,Triumph Daytona 675,699000,9000,Third,5,675,Triumph
5861,Hero Splendor Plus,37500,20511,First,5,100,Hero
5862,Yamaha YZF-R15 V3,121700,10500,First,3,150,Yamaha
5863,Bajaj Pulsar RS200,108000,11270,First,5,200,Bajaj
5864,Bajaj Pulsar 150cc,15344,71943,Third,12,150,Bajaj
5865,Bajaj Pulsar 220cc,70000,11000,First,3,220,Bajaj
5866,Benelli TNT 600i,530000,22800,First,4,600,Benelli
5867,Bajaj Pulsar 150cc,21000,11374,First,11,150,Bajaj
5868,Hero Splendor Pro,20000,81260,First,8,100,Hero
5869,Hero Splendor Pro,18000,750000,First,10,100,Hero
5870,Bajaj Pulsar NS200,73000,6041,First,4,200,Bajaj
5871,KTM Duke 200cc,90000,20000,First,9,200,KTM
5872,KTM Duke 200cc,55000,32000,Third,9,200,KTM
5873,TVS Phoenix 125cc,18000,34860,First,6,125,TVS
5874,Kawasaki Z650,478000,1234,First,3,650,Kawasaki
5875,Yamaha YZF-R15 2.0,48000,63371,First,8,150,Yamaha
5876,Yamaha YZF-R15 2.0,75000,28000,First,7,150,Yamaha
5877,Yamaha YZF-R15 150cc,62000,14490,First,8,150,Yamaha
5878,Bajaj Pulsar 220F,33700,54250,First,8,220,Bajaj
5879,Bajaj Avenger 200cc,20000,45000,First,11,200,Bajaj
5880,Royal Enfield Classic,120000,28000,First,6,350,Royal Enfield
5881,Bajaj Pulsar 135LS,15500,21814,First,7,135,Bajaj
5882,TVS Sport 100cc,12200,58000,First,10,100,TVS
5883,Bajaj Avenger Street,65000,26592,First,4,220,Bajaj
5884,Bajaj Pulsar 135LS,29000,26434,Second,11,135,Bajaj
5885,Hero Splendor 100cc,24000,24527,First,13,100,Hero
5886,Hero Splendor Plus,36000,35000,First,5,100,Hero
5887,Hero Passion Xpro,32000,52500,First,7,110,Hero
5888,Yamaha FZ 150cc,33000,27629,First,10,150,Yamaha
5889,Bajaj Avenger 200cc,25000,25000,First,12,200,Bajaj
5890,Royal Enfield Continental,135000,7582,First,4,535,Royal Enfield
5891,Honda CB Hornet,67300,13000,First,4,160,Honda
5892,Yamaha YZF-R1 1000cc,1550000,9800,Second,6,1000,Yamaha
5893,TVS Sport 100cc,32000,23000,First,3,100,TVS
5894,Yamaha FZ 150cc,33000,24000,First,10,150,Yamaha
5895,Yamaha FZ 150cc,44000,25220,First,8,150,Yamaha
5896,Honda CB Hornet,67000,47493,First,4,160,Honda
5897,Bajaj Avenger 220cc,58000,24220,First,5,220,Bajaj
5898,Bajaj Pulsar NS200,58000,54500,First,7,200,Bajaj
5899,Yamaha FZS FI,58000,18200,First,5,150,Yamaha
5900,Suzuki Gixxer 150cc,59000,4258,First,4,150,Suzuki
5901,Hero Karizma R,40000,42000,First,13,223,Hero
5902,Yamaha YZF-R15 2.0,56000,34721,First,9,150,Yamaha
5903,Hero Passion Plus,25000,21000,First,11,100,Hero
5904,Royal Enfield Bullet,116200,6000,First,3,350,Royal Enfield
5905,Royal Enfield Classic,215000,417,First,2,500,Royal Enfield
5906,Bajaj Pulsar 220F,55000,47042,First,5,220,Bajaj
5907,Suzuki Intruder 150cc,68000,4961,First,4,150,Suzuki
5908,Bajaj Pulsar NS200,105000,4268,First,2,200,Bajaj
5909,Royal Enfield Classic,100000,12100,First,10,500,Royal Enfield
5910,Royal Enfield Classic,96000,7794,First,7,350,Royal Enfield
5911,Royal Enfield Bullet,85000,9537,Second,4,350,Royal Enfield
5912,Bajaj Pulsar 180cc,28000,15234,First,9,180,Bajaj
5913,Bajaj Pulsar 220F,50000,2000,First,5,220,Bajaj
5914,Honda CB Shine,37000,13919,First,7,125,Honda
5915,Bajaj Pulsar 220F,83000,5578,First,6,220,Bajaj
5916,Yamaha FZ 150cc,35000,36845,First,10,150,Yamaha
5917,Royal Enfield Himalayan,140000,4832,First,4,410,Royal Enfield
5918,Royal Enfield Classic,105000,25000,First,7,350,Royal Enfield
5919,Hero Passion Pro,34000,40000,First,9,100,Hero
5920,Yamaha FZ Fi,72000,7500,First,4,150,Yamaha
5921,Bajaj Pulsar 150cc,50000,10100,First,8,150,Bajaj
5922,TVS Star Sport,31599,19111,First,8,100,TVS
5923,Bajaj Avenger 220cc,56000,27350,First,6,220,Bajaj
5924,Royal Enfield Thunderbird,103000,14400,First,6,350,Royal Enfield
5925,KTM Duke 200cc,125000,13000,First,5,200,KTM
5926,Royal Enfield Classic,100000,30000,First,7,350,Royal Enfield
5927,Honda CB Hornet,68000,11100,First,5,160,Honda
5928,Bajaj Pulsar RS200,110000,5655,First,5,200,Bajaj
5929,Hero Passion Pro,23600,37500,First,11,100,Hero
5930,Bajaj Discover 125M,26000,43000,First,7,125,Bajaj
5931,Honda CB Trigger,52000,25000,First,7,150,Honda
5932,Royal Enfield Classic,95000,9000,First,8,350,Royal Enfield
5933,Bajaj Pulsar 220cc,70000,20775,First,5,220,Bajaj
5934,Honda CB Trigger,50000,17000,First,7,150,Honda
5935,Honda CBF Stunner,15000,40000,First,12,125,Honda
5936,Suzuki Gixxer SF,80000,3000,First,4,150,Suzuki
5937,Bajaj Pulsar 220F,76000,3450,First,4,220,Bajaj
5938,Bajaj Avenger Street,58100,14000,First,5,150,Bajaj
5939,Hero Ignitor 125cc,20000,5792,First,8,125,Hero
5940,Honda CB Hornet,75000,17475,First,4,160,Honda
5941,TVS Apache RTR,48000,17746,First,5,160,TVS
5942,Royal Enfield Bullet,85000,21977,First,7,350,Royal Enfield
5943,Harley-Davidson Sportster 883,350000,30000,First,9,883,Harley-Davidson
5944,Hero Passion Xpro,28000,31288,First,8,110,Hero
5945,TVS Apache RTR,39000,1200,First,7,160,TVS
5946,TVS Star City,20000,49500,First,10,110,TVS
5947,Royal Enfield Classic,115000,18832,First,5,350,Royal Enfield
5948,TVS Star Sport,18000,38056,First,10,100,TVS
5949,Hero CBZ Xtreme,12800,54000,First,14,150,Hero
5950,Hero Splendor 100cc,23000,46000,First,24,100,Hero
5951,Honda CBR 250R,110000,4700,First,6,250,Honda
5952,Royal Enfield Classic,147000,11000,First,5,350,Royal Enfield
5953,Bajaj Discover 110cc,20000,27000,First,9,110,Bajaj
5954,Bajaj Avenger 220cc,35000,32342,First,9,220,Bajaj
5955,Bajaj Pulsar 135LS,48500,8000,First,5,135,Bajaj
5956,Bajaj Avenger 220cc,54000,32000,First,7,220,Bajaj
5957,Hero Passion Xpro,22600,78000,Second,8,110,Hero
5958,Bajaj Pulsar NS200,67500,1276,First,9,200,Bajaj
5959,Bajaj Platina 100cc,17300,29000,First,12,100,Bajaj
5960,Hero Passion Xpro,35000,23000,First,6,110,Hero
5961,Hero CD Deluxe,33000,18000,First,5,100,Hero
5962,Bajaj Avenger 220cc,52000,38943,First,6,220,Bajaj
5963,Hero Splendor Plus,32000,13500,First,7,100,Hero
5964,KTM RC 390cc,149600,24000,First,6,390,KTM
5965,Royal Enfield Classic,130000,24000,First,4,350,Royal Enfield
5966,Yamaha YZF-R15 2.0,46000,33000,First,10,150,Yamaha
5967,Yamaha YZF-R15 150cc,100000,9000,First,4,150,Yamaha
5968,Hero Splendor Pro,25000,21250,First,9,100,Hero
5969,Hero Passion Plus,14500,17999,Third,15,100,Hero
5970,Hero Passion Pro,39000,22000,First,4,100,Hero
5971,TVS Apache RTR,30000,6639,First,9,180,TVS
5972,Bajaj Avenger Street,60000,20373,First,6,220,Bajaj
5973,Hero Super Splendor,15600,84186,First,16,125,Hero
5974,Bajaj Pulsar 150cc,22000,60857,First,13,150,Bajaj
5975,Bajaj Pulsar 220cc,35000,40000,First,12,220,Bajaj
5976,Suzuki Gixxer 150cc,52000,24000,First,7,150,Suzuki
5977,Honda Dream Yuga,41000,10000,First,5,110,Honda
5978,Hero CBZ Xtreme,38000,53000,First,9,150,Hero
5979,Bajaj Pulsar 220F,80000,10000,First,7,220,Bajaj
5980,Royal Enfield Thunderbird,110000,33800,First,6,350,Royal Enfield
5981,Royal Enfield Thunderbird,160000,25000,First,6,500,Royal Enfield
5982,Hero Splendor plus,41500,59154,First,5,100,Hero
5983,Bajaj Avenger 200cc,40000,27875,First,12,200,Bajaj
5984,Royal Enfield Thunderbird,140000,22000,First,5,350,Royal Enfield
5985,Hero Passion Pro,42000,10883,First,5,100,Hero
5986,TVS Apache RTR,78000,6400,First,4,180,TVS
5987,Hero Passion Pro,26000,23236,First,12,100,Hero
5988,Bajaj Avenger 220cc,77000,19820,First,6,220,Bajaj
5989,Hero CBZ Xtreme,28000,66000,First,11,150,Hero
5990,Honda CBF Stunner,18000,40266,First,11,125,Honda
5991,Bajaj Avenger 220cc,53000,15000,First,7,220,Bajaj
5992,Royal Enfield Bullet,85000,14000,First,8,350,Royal Enfield
5993,Bajaj Pulsar 150cc,14200,55200,First,16,150,Bajaj
5994,Royal Enfield Classic,175000,2200,First,4,500,Royal Enfield
5995,Bajaj Dominar 400,140000,19631,Second,4,400,Bajaj
5996,Bajaj Pulsar RS200,80000,22271,First,6,200,Bajaj
5997,Royal Enfield Bullet,65000,15000,First,14,350,Royal Enfield
5998,Honda CB Unicorn,45000,27000,First,6,160,Honda
5999,Hero Karizma 223cc,18000,57000,First,16,223,Hero
6000,Bajaj Pulsar 150cc,10000,47000,First,18,150,Bajaj
6001,Mahindra Mojo 300cc,120000,6500,First,5,300,Mahindra
6002,Bajaj Pulsar 180cc,60000,3500,First,4,180,Bajaj
6003,Honda CBF Stunner,23200,33000,First,10,125,Honda
6004,Bajaj Pulsar AS150,38000,22840,First,5,150,Bajaj
6005,Bajaj Pulsar 150cc,21500,90000,First,10,150,Bajaj
6006,Bajaj Avenger Street,55000,28000,First,5,150,Bajaj
6007,Bajaj Avenger Street,65000,20314,First,4,150,Bajaj
6008,Bajaj Discover 125cc,12000,78500,Second,16,125,Bajaj
6009,TVS Star City,32000,33767,First,4,110,TVS
6010,Honda CBF Stunner,28000,46915,Second,10,125,Honda
6011,Bajaj Avenger Street,50000,27918,First,5,150,Bajaj
6012,Bajaj Avenger 220cc,45000,35497,First,7,220,Bajaj
6013,Mahindra Mojo Tourer,160000,7500,Second,4,300,Mahindra
6014,Hero Splendor Plus,20000,67209,First,11,100,Hero
6015,Royal Enfield Classic,75000,23045,First,9,350,Royal Enfield
6016,Bajaj Platina 100cc,23000,20000,First,6,100,Bajaj
6017,Suzuki Slingshot Plus,32000,22697,First,7,125,Suzuki
6018,Yamaha SZ-RR 150cc,20000,52000,First,10,150,Yamaha
6019,Bajaj Avenger Street,55005,6600,First,5,220,Bajaj
6020,Royal Enfield Classic,87000,16336,First,7,350,Royal Enfield
6021,Royal Enfield Thunderbird,70000,13858,Second,11,350,Royal Enfield
6022,Suzuki Zeus 125cc,35000,11885,First,12,125,Suzuki
6023,KTM RC 390cc,196700,13216,First,4,390,KTM
6024,Bajaj Pulsar 150cc,25000,32588,First,9,150,Bajaj
6025,Yamaha Fazer 25,123000,14500,First,4,250,Yamaha
6026,Royal Enfield Classic,95500,18000,First,8,350,Royal Enfield
6027,Hero Passion Pro,32000,12000,First,6,100,Hero
6028,Bajaj Avenger 220cc,41000,20245,Second,11,220,Bajaj
6029,Hero Passion 100cc,15000,35000,Second,19,100,Hero
6030,Bajaj Discover 110cc,41500,3000,First,3,110,Bajaj
6031,Royal Enfield Thunderbird,115000,23560,First,5,500,Royal Enfield
6032,TVS Apache 150cc,16000,28350,First,15,150,TVS
6033,Bajaj Avenger Street,60000,35000,First,5,220,Bajaj
6034,Bajaj V15 150cc,45000,13300,First,5,150,Bajaj
6035,Royal Enfield Classic,107000,16505,First,5,350,Royal Enfield
6036,Yamaha Fazer 25,89000,20099,First,4,250,Yamaha
6037,Hero Xtreme 200R,98000,5900,First,3,200,Hero
6038,Yamaha FZ 150cc,17000,36111,First,12,150,Yamaha
6039,TVS Victor 110cc,36000,18000,First,4,110,TVS
6040,Bajaj Pulsar 200,50000,23080,First,7,200,Bajaj
6041,Honda CBR 250R,130000,15000,First,8,250,Honda
6042,Royal Enfield Bullet,115000,10350,First,3,350,Royal Enfield
6043,Yamaha FZs 150cc,35000,19134,First,11,150,Yamaha
6044,Bajaj Pulsar 180cc,20000,52000,First,11,180,Bajaj
6045,Bajaj CT 100,40000,1501,First,2,100,Bajaj
6046,Honda Dream Yuga,22000,32579,First,6,110,Honda
6047,KTM RC 390cc,155000,20449,First,6,390,KTM
6048,TVS Star City,38000,23700,First,4,110,TVS
6049,Hero Splendor NXG,22400,14000,First,10,100,Hero
6050,Bajaj Pulsar 150cc,23000,58000,First,9,150,Bajaj
6051,Yamaha FZs 150cc,22000,32000,First,13,150,Yamaha
6052,Suzuki Gixxer 150cc,45000,39889,First,7,150,Suzuki
6053,Bajaj Discover 125ST,35000,25398,First,7,125,Bajaj
6054,Bajaj Discover 110cc,45000,19827,First,3,110,Bajaj
6055,Bajaj Avenger 220cc,51000,30000,First,8,220,Bajaj
6056,Bajaj Platina 100cc,22000,53085,First,9,100,Bajaj
6057,Royal Enfield Bullet,90000,44777,First,6,350,Royal Enfield
6058,Royal Enfield Thunderbird,130000,8000,First,4,350,Royal Enfield
6059,TVS Apache RTR,70000,12600,First,7,180,TVS
6060,Yamaha YZF-R15 2.0,75000,16000,First,4,150,Yamaha
